Source,Element,Concentration mg/L,Unnamed: 4,Unnamed: 5,Unnamed: 6
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,K,153.46677167469537,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055301,K,30.332887737962963,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,P,51.637149143862175,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_FL0435490,P,8.768691703717547,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050250,P,0.8791556680969523,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0046981,P,0.6043712544908943,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050259,P,0.5563246261351392,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,P,0.48684021489942647,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025852,P,0.23629679522833283,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,P,0.1497672093065586,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,P,0.008013226046798357,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0038369,P,0.004595463192296688,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050247,PO4,0.07996775885560561,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,O&G,71.76230472774715,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000086,O&G,17.692915761742974,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050250,O&G,15.843271675934787,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,N,124.03397144320648,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,N,101.17275101001273,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000086,N,7.263867539929917,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025852,NO3,132.19134873439384,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,NO3,67.87295424421403,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,NO3,32.82958019491587,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0000043,NO3,24.441833178359296,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025933,NO3,14.91056674898651,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0053341,NO3,0.23719886236079346,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0098752,Ni,29.164482997753137,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Ni,0.8011467693797084,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,Ni,0.7973185812008294,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0081809,Ni,0.7325644466659051,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,Ni,0.7049354784266575,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0100218,Ni,0.6618884009260362,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_FL0000051,Ni,0.5253177750681767,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Ni,0.35439150065656666,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,Ni,0.3426173251318709,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910007,Ni,0.10441638511696828,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000248,Ni,0.10207207683414879,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0046981,Ni,0.08503432025085554,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,Ni,0.08252069114100827,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001856,Ni,0.07481467170580473,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0027022,Ni,0.05802531735067025,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0000043,Ni,0.0377217822665421,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Ni,0.022105516134369133,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Ni,0.017394913974690274,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038334,Ni,0.014310437940927845,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,Ni,0.012263173121974183,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_OR0033812,Ni,0.009833407404923958,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,Ni,0.004327461081510524,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026905,Ni,0.0010264630764866463,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NM0022306,Mo,12.313469431763307,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000248,Mo,6.9725659325700855,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025402,Mo,3.4411217650056662,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0041467,Mo,0.9609889806915454,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0045675,Mo,0.33008024519640194,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Mo,0.22417291314702434,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055301,Mo,0.16079918723772108,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038334,Mo,0.040344062479118876,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038954,Mo,0.03102414159731694,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Mo,0.018977608178283898,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,Mo,0.008787507694955543,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_UT0000051,Hg,0.011221556245330293,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000167,Hg,0.0017146324944962029,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Hg,0.0015050996420328565,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0043206,Hg,0.0013882979892909154,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Hg,0.0003988075477065919,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910007,Hg,0.00031713953101066727,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0081809,Hg,0.00016815109936978566,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AZ0020401,Hg,0.00012135862938031668,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0030279,Hg,0.0001082203300781815,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0037206,Hg,8.795144986499234e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0041467,Hg,8.747326370754088e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050250,Hg,8.480748401057458e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048119,Hg,7.398626154441459e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043648,Hg,7.339447826822253e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043168,Hg,5.9253212318112246e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048952,Hg,5.426460699063151e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Mn,2017.4986714785312,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038954,Mn,36.74862397965302,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Mn,13.400578218918637,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Mn,4.104654206247798,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,Mn,3.672729841565896,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043168,Mn,3.169605867141846,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_WA0025721,Mn,2.618244859120985,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000003,Mn,1.972496787597048,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NM0022306,Mn,1.662316433766388,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048119,Mn,1.355427901356065,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0041467,Mn,1.281367842221496,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NY0001791,Mn,1.0204891547712196,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000248,Mn,0.9455268810317611,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0053341,Mn,0.382695387053646,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0037206,Mn,0.3492127510399315,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,Mn,0.2933101017215999,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000060,Mn,0.2199865177650769,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0035394,Mn,0.1499435422694988,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038334,Mn,0.13078237749112798,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,Mn,0.115418754878837,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,Mn,0.07069034628586601,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AZ0024350,Mn,0.008574276366343383,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_OR0033812,Mn,0.0043535277190780205,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048119,Mg,1166.0231031323199,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,Mg,279.15076573632894,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Mg,189.0535279772492,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MTR000761,Mg,110.0,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MTR000761,Mg,92.0,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055301,Mg,36.74570348715199,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MTR000761,Mg,3.7,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0029157,Pb,16.011253105568017,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000003,Pb,0.575958817824011,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000027,Pb,0.3680626774694581,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000167,Pb,0.34785896943833533,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000175,Pb,0.34415387438750944,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0043206,Pb,0.24826819357161278,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001856,Pb,0.22219954982808338,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0098752,Pb,0.11732308022600021,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Pb,0.11213165961995225,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,Pb,0.10789995057218561,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,Pb,0.08467557099583163,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_PA0255815,Pb,0.08199660831058284,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001121,Pb,0.0687228445646567,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025852,Pb,0.06430154896445857,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001881,Pb,0.05658024417161734,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,Pb,0.04972626080136904,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0100218,Pb,0.04507956823280454,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDR053038,Pb,0.039399117546568094,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Pb,0.03594902702527123,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0133221,Pb,0.03493718246285424,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000086,Pb,0.02340586446092642,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001848,Pb,0.02317790324862321,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048952,Pb,0.022713063746316497,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0032751,Pb,0.011062409282053863,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0035394,Pb,0.009518185945362566,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001872,Pb,0.00951651753486197,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Pb,0.009391486100433558,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0027677,Pb,0.007603864713754233,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0004227,Pb,0.006151312668738117,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Pb,0.006023363689244697,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026905,Pb,0.005747869772688273,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025429,Pb,0.005299034925504074,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0049514,Pb,0.005163256209693699,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038334,Pb,0.004921299642897036,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,Pb,0.004671776346041087,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025402,Pb,0.003460729079399555,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,Pb,0.0021815576599788105,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0038652,Pb,0.001990541952982535,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043168,Pb,0.00131297762629147,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,Pb,0.0009278723659462163,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SC0040479,Pb,0.0007183658738525622,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0000043,Pb,0.0006386538778060105,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0046981,Pb,0.0002913404266966854,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Fe,3892.454713065658,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910006,Fe,43.21434930242833,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Fe,28.43425593988323,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_FL0435490,Fe,16.181007883439936,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_FL0000051,Fe,15.318463547802871,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Fe,11.404049541925461,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,Fe,10.950821003423238,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_FL0040274,Fe,10.516223680451345,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038954,Fe,9.815883243590505,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025259,Fe,5.7053320085868435,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,Fe,4.661333978421511,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AR0000582,Fe,4.5768100710303266,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,Fe,4.504037193997776,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0081809,Fe,4.388181609261154,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001881,Fe,4.371248947405928,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0038369,Fe,3.2417797270065996,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_FL0000035,Fe,2.890410357902326,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,Fe,2.775068015780098,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050250,Fe,1.9925636537060192,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,Fe,1.9607927084680838,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0031879,Fe,1.9106658172117295,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_VA0091456,Fe,1.7043173701094443,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0046981,Fe,1.5300950640301876,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0000094,Fe,1.5000783872796042,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043168,Fe,1.4996563427964409,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Fe,1.3659654924287887,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048119,Fe,1.343589450124409,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038334,Fe,1.2843216089746956,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055948,Fe,1.186747189657849,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000003,Fe,1.0804635214553444,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910007,Fe,0.8122951848356225,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025933,Fe,0.620507717098104,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000248,Fe,0.5770747245982839,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0037206,Fe,0.5127854997823674,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NY0001791,Fe,0.45519778645929226,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0035394,Fe,0.13199599347813967,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0053341,Fe,0.1111326974529601,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_OR0033812,Fe,0.09554529359518121,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,Fe,0.04941630608602345,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0045675,F,32.56975697241064,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,F,19.831161228607144,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055301,F,8.000579601160542,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,F,7.964396254279748,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NM0022306,F,5.4701526109760925,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0000094,F,3.372606224588068,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_UT0000051,CN,0.5667787966452069,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SC0040479,CN,0.07188512209919695,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000003,CN,0.03944431187468356,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0038652,CN,0.024503068036659,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,CN,0.011009122255147668,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0053341,CN,0.0032036913104556922,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0029157,Cu,6.5002779159587325,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025259,Cu,2.1942090484267127,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_UT0000051,Cu,1.1569169595937252,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_PA0255815,Cu,0.6069894387534597,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,Cu,0.48600328427198153,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0027677,Cu,0.34148982309621645,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0006114,Cu,0.24060190475150176,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0037206,Cu,0.22249516721835955,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0098752,Cu,0.2214919986280985,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043168,Cu,0.2190566453890718,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0035394,Cu,0.21329702390800118,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0026468,Cu,0.18625972512128158,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,Cu,0.1653322545431417,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Cu,0.1241560559618367,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AZ0000035,Cu,0.11352738475532437,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0004227,Cu,0.10456309182994603,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000060,Cu,0.10166043623992192,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AZ0020401,Cu,0.0948996227782259,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048119,Cu,0.09470234072422658,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000167,Cu,0.07624821587228979,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0046981,Cu,0.07489446293893647,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0100218,Cu,0.06424650394876437,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,Cu,0.05227059995221626,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_WA0025721,Cu,0.050062031329772515,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910007,Cu,0.041932402073503086,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001121,Cu,0.041483492807095464,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,Cu,0.03992298395733925,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Cu,0.036265198706704964,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001856,Cu,0.03469360288975358,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Cu,0.03131009035472533,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000175,Cu,0.030643879786830842,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000003,Cu,0.030607289580398683,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SC0040479,Cu,0.030456150935119976,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000086,Cu,0.028394093090113884,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,Cu,0.027684672959574653,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0133221,Cu,0.02348631623659953,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0043206,Cu,0.02250625368306217,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NM0022306,Cu,0.017747000035736715,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001848,Cu,0.017219228041961313,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001881,Cu,0.016377839501340044,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0081809,Cu,0.015041368534785196,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0053341,Cu,0.014657315997499488,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,Cu,0.01306153117557899,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,Cu,0.012458416088894616,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038334,Cu,0.010852091681376934,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0032751,Cu,0.01074338755236586,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048952,Cu,0.009748191380872748,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0000043,Cu,0.009579808167090156,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0049514,Cu,0.008936404976700129,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050247,Cu,0.008065322182472367,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_OR0033812,Cu,0.006782716428535088,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0038652,Cu,0.0066159075710913165,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Cu,0.0058829718974440035,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055301,Cu,0.00579678653985916,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050259,Cu,0.005698166535144832,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025402,Cu,0.00466284369134927,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0001732,Cu,0.00384920018259573,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,Cu,0.0005035451444815274,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0057029,Cu,6.095849183296439e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0098752,Co,19.07266347147478,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,Co,0.07975096188225943,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AZ0024350,Co,0.003074859811776808,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Cr,0.03027583005867679,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910007,Cr,0.0053690918979203625,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Cr,5.4949664130621284e-05,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Cr,0.9511643697573309,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,Cr,0.6507534163167199,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AZ0020401,Cr,0.20953806289848775,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025852,Cr,0.04921159829605616,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Cr,0.010177872746443134,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026905,Cr,0.008022216794532865,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_OR0033812,Cr,0.005116870144062898,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025402,Cr,0.0032619702199065542,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,Cr,0.0020404261813893924,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0038369,Cl,3408.739315452981,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,Cl,2201.440577526595,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Cl,1729.2188278939088,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0006114,Cl,970.5623640465923,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001848,Cl,642.5093184503485,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,Cl,600.7499785226005,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,Cl,445.95257727281216,,,
